Timestamp,Temperature,Humidity
21:36:59 | 9-5-2024,18.54,59.91
21:37:59 | 9-5-2024,18.53,60.40
21:38:59 | 9-5-2024,18.51,60.64
21:39:59 | 9-5-2024,18.50,60.75
21:40:59 | 9-5-2024,18.56,61.97
21:41:59 | 9-5-2024,18.59,62.35
21:42:59 | 9-5-2024,18.71,62.41
21:43:59 | 9-5-2024,18.77,62.28
21:44:59 | 9-5-2024,18.78,62.33
21:45:59 | 9-5-2024,18.86,62.19
21:46:59 | 9-5-2024,18.87,62.20
21:47:59 | 9-5-2024,18.89,62.06
21:48:59 | 9-5-2024,18.96,62.18
21:49:59 | 9-5-2024,18.98,62.05
21:50:59 | 9-5-2024,18.93,62.05
21:51:59 | 9-5-2024,18.94,62.45
21:52:59 | 9-5-2024,18.90,62.51
21:53:59 | 9-5-2024,18.82,62.73
21:54:59 | 9-5-2024,18.85,63.01
21:55:59 | 9-5-2024,18.84,63.19
21:56:59 | 9-5-2024,18.80,63.18
21:57:59 | 9-5-2024,18.71,63.44
21:58:59 | 9-5-2024,18.62,63.75
21:59:59 | 9-5-2024,18.53,64.15
22:0:59 | 9-5-2024,18.48,64.46
22:1:59 | 9-5-2024,18.42,64.80
22:2:59 | 9-5-2024,18.45,65.21
22:3:59 | 9-5-2024,18.54,65.26
22:4:59 | 9-5-2024,18.58,65.10
22:5:59 | 9-5-2024,18.55,64.99
22:6:59 | 9-5-2024,18.61,64.88
22:7:59 | 9-5-2024,18.63,64.80
22:8:59 | 9-5-2024,18.64,64.60
22:9:59 | 9-5-2024,18.77,64.52
22:10:59 | 9-5-2024,18.91,64.23
22:11:59 | 9-5-2024,18.89,63.81
22:12:59 | 9-5-2024,18.90,63.74
22:13:59 | 9-5-2024,18.96,63.77
22:14:59 | 9-5-2024,18.94,63.48
22:15:59 | 9-5-2024,18.85,63.36
22:16:59 | 9-5-2024,18.82,63.43
22:17:59 | 9-5-2024,18.83,63.53
22:18:59 | 9-5-2024,18.83,63.60
22:19:59 | 9-5-2024,18.82,63.54
22:20:59 | 9-5-2024,18.91,63.54
22:21:59 | 9-5-2024,18.84,63.11
22:22:59 | 9-5-2024,18.83,63.27
22:23:59 | 9-5-2024,18.85,63.34
22:24:59 | 9-5-2024,18.84,63.11
22:25:59 | 9-5-2024,18.83,63.20
22:26:59 | 9-5-2024,18.97,63.23
22:27:59 | 9-5-2024,18.90,62.82
22:28:59 | 9-5-2024,18.90,62.93
22:29:59 | 9-5-2024,18.94,62.91
22:30:59 | 9-5-2024,18.78,62.83
22:31:59 | 9-5-2024,18.77,63.09
22:32:59 | 9-5-2024,18.73,63.21
22:33:59 | 9-5-2024,18.66,63.34
22:34:59 | 9-5-2024,18.71,63.74
22:35:59 | 9-5-2024,18.71,63.52
22:36:59 | 9-5-2024,18.79,63.52
22:37:59 | 9-5-2024,18.83,63.01
22:38:59 | 9-5-2024,18.84,62.90
22:39:59 | 9-5-2024,18.79,62.71
22:40:59 | 9-5-2024,18.78,62.76
22:41:59 | 9-5-2024,18.67,62.75
22:42:59 | 9-5-2024,18.68,62.79
22:43:59 | 9-5-2024,18.65,62.81
22:44:59 | 9-5-2024,18.56,62.90
22:45:59 | 9-5-2024,18.59,63.11
22:46:59 | 9-5-2024,18.57,62.88
22:47:59 | 9-5-2024,18.54,63.09
22:48:59 | 9-5-2024,18.53,62.92
22:49:59 | 9-5-2024,18.51,63.09
22:50:59 | 9-5-2024,18.53,63.05
22:51:59 | 9-5-2024,18.53,63.06
22:52:59 | 9-5-2024,18.56,62.96
22:53:59 | 9-5-2024,18.54,62.79
22:54:59 | 9-5-2024,18.56,62.72
22:55:59 | 9-5-2024,18.56,62.94
22:56:59 | 9-5-2024,18.76,62.80
22:57:59 | 9-5-2024,18.73,62.19
22:58:59 | 9-5-2024,18.71,61.86
22:59:59 | 9-5-2024,18.75,61.73
23:0:59 | 9-5-2024,18.74,61.74
23:1:59 | 9-5-2024,18.76,61.88
23:2:59 | 9-5-2024,18.77,61.49
23:3:59 | 9-5-2024,18.74,61.39
23:4:59 | 9-5-2024,18.78,61.36
23:5:59 | 9-5-2024,18.72,61.39
23:6:59 | 9-5-2024,18.70,61.43
23:7:59 | 9-5-2024,18.70,61.69
23:8:59 | 9-5-2024,18.68,61.38
23:9:59 | 9-5-2024,18.70,61.94
23:10:59 | 9-5-2024,18.72,61.64
23:11:59 | 9-5-2024,18.73,61.74
23:12:59 | 9-5-2024,18.76,61.48
23:13:59 | 9-5-2024,18.81,61.56
23:14:59 | 9-5-2024,18.83,61.30
23:15:59 | 9-5-2024,18.83,61.35
23:16:59 | 9-5-2024,18.83,61.52
23:17:59 | 9-5-2024,18.88,61.18
23:18:59 | 9-5-2024,18.85,60.96
23:19:59 | 9-5-2024,18.82,60.78
23:20:59 | 9-5-2024,18.79,60.82
23:21:59 | 9-5-2024,18.78,61.01
23:22:59 | 9-5-2024,18.77,61.03
23:23:59 | 9-5-2024,18.76,60.86
23:24:59 | 9-5-2024,18.73,60.78
23:25:59 | 9-5-2024,18.78,61.52
23:26:59 | 9-5-2024,18.77,60.97
23:27:59 | 9-5-2024,18.78,60.89
23:28:59 | 9-5-2024,18.81,60.95
23:29:59 | 9-5-2024,18.85,61.08
23:30:59 | 9-5-2024,18.93,60.78
23:31:59 | 9-5-2024,18.94,60.56
23:32:59 | 9-5-2024,19.00,60.61
23:33:59 | 9-5-2024,18.98,60.08
23:34:59 | 9-5-2024,18.97,60.28
23:35:59 | 9-5-2024,18.99,60.46
23:36:59 | 9-5-2024,19.02,60.62
23:37:59 | 9-5-2024,19.00,60.27
23:38:59 | 9-5-2024,18.98,60.47
23:39:59 | 9-5-2024,18.96,60.51
23:40:59 | 9-5-2024,18.97,60.47
23:41:59 | 9-5-2024,18.93,60.62
23:42:59 | 9-5-2024,18.89,60.64
23:43:59 | 9-5-2024,18.87,60.91
23:44:59 | 9-5-2024,18.89,60.83
23:45:59 | 9-5-2024,18.87,60.71
23:46:59 | 9-5-2024,18.89,60.45
23:47:59 | 9-5-2024,18.87,60.29
23:48:59 | 9-5-2024,18.86,60.17
23:49:59 | 9-5-2024,18.85,60.17
23:50:59 | 9-5-2024,18.87,60.19
23:51:59 | 9-5-2024,18.92,59.74
23:52:59 | 9-5-2024,18.87,59.37
23:53:59 | 9-5-2024,18.75,59.36
23:54:59 | 9-5-2024,18.67,59.48
23:55:59 | 9-5-2024,18.61,59.70
23:56:59 | 9-5-2024,18.53,60.04
23:57:59 | 9-5-2024,18.52,60.25
23:58:59 | 9-5-2024,18.45,60.03
23:59:59 | 9-5-2024,18.46,60.59
0:0:59 | 10-5-2024,18.49,60.23
0:1:59 | 10-5-2024,18.51,60.20
0:2:59 | 10-5-2024,18.57,60.18
0:3:59 | 10-5-2024,18.64,59.89
0:4:59 | 10-5-2024,18.65,59.51
0:5:59 | 10-5-2024,18.68,59.98
0:6:59 | 10-5-2024,18.70,59.77
0:7:59 | 10-5-2024,18.74,59.31
0:8:59 | 10-5-2024,18.69,59.28
0:9:59 | 10-5-2024,18.65,59.29
0:10:59 | 10-5-2024,18.67,59.16
0:11:59 | 10-5-2024,18.72,59.49
0:12:59 | 10-5-2024,18.69,59.19
0:13:59 | 10-5-2024,18.64,59.05
0:14:59 | 10-5-2024,18.63,59.10
0:15:59 | 10-5-2024,18.58,59.30
0:16:59 | 10-5-2024,18.54,59.22
0:17:59 | 10-5-2024,18.53,59.75
0:18:59 | 10-5-2024,18.52,59.57
0:19:59 | 10-5-2024,18.49,59.52
0:20:59 | 10-5-2024,18.50,59.72
0:21:59 | 10-5-2024,18.51,59.61
0:22:59 | 10-5-2024,18.49,59.50
0:23:59 | 10-5-2024,18.48,59.63
0:24:59 | 10-5-2024,18.47,59.60
0:25:59 | 10-5-2024,18.46,59.54
0:26:59 | 10-5-2024,18.45,59.62
0:27:59 | 10-5-2024,18.49,59.44
0:28:59 | 10-5-2024,18.51,59.32
0:29:59 | 10-5-2024,18.54,59.46
0:30:59 | 10-5-2024,18.51,59.27
0:31:59 | 10-5-2024,18.58,59.82
0:32:59 | 10-5-2024,18.65,59.58
0:33:59 | 10-5-2024,18.63,59.46
0:34:59 | 10-5-2024,18.59,59.09
0:35:59 | 10-5-2024,18.60,59.38
0:36:59 | 10-5-2024,18.55,59.26
0:37:59 | 10-5-2024,18.54,59.60
0:38:59 | 10-5-2024,18.50,59.48
0:39:59 | 10-5-2024,18.51,59.59
0:40:59 | 10-5-2024,18.50,59.70
0:41:59 | 10-5-2024,18.48,59.43
0:42:59 | 10-5-2024,18.48,59.78
0:43:59 | 10-5-2024,18.45,59.75
0:44:59 | 10-5-2024,18.41,59.62
0:45:59 | 10-5-2024,18.37,59.57
0:46:59 | 10-5-2024,18.32,59.64
0:47:59 | 10-5-2024,18.29,59.95
0:48:59 | 10-5-2024,18.23,59.93
0:49:59 | 10-5-2024,18.19,60.00
0:50:59 | 10-5-2024,18.20,60.16
0:51:59 | 10-5-2024,18.24,60.10
0:52:59 | 10-5-2024,18.22,60.30
0:53:59 | 10-5-2024,18.23,60.33
0:54:59 | 10-5-2024,18.26,60.22
0:55:59 | 10-5-2024,18.19,60.26
0:56:59 | 10-5-2024,18.17,60.50
0:57:59 | 10-5-2024,18.29,61.01
0:58:59 | 10-5-2024,18.33,60.28
0:59:59 | 10-5-2024,18.34,60.28
1:0:59 | 10-5-2024,18.33,60.25
1:1:59 | 10-5-2024,18.34,60.25
1:2:59 | 10-5-2024,18.35,60.17
1:3:59 | 10-5-2024,18.41,60.55
1:4:59 | 10-5-2024,18.45,59.99
1:5:59 | 10-5-2024,18.43,59.95
1:6:59 | 10-5-2024,18.55,60.58
1:7:59 | 10-5-2024,18.55,59.69
1:8:59 | 10-5-2024,18.53,59.60
1:9:59 | 10-5-2024,18.59,59.89
1:10:59 | 10-5-2024,18.52,59.53
1:11:59 | 10-5-2024,18.46,59.56
1:12:59 | 10-5-2024,18.42,59.74
1:13:59 | 10-5-2024,18.53,59.78
1:14:59 | 10-5-2024,18.47,59.55
1:15:59 | 10-5-2024,18.41,59.63
1:16:59 | 10-5-2024,18.35,59.96
1:17:59 | 10-5-2024,18.42,60.04
1:18:59 | 10-5-2024,18.39,59.80
1:19:59 | 10-5-2024,18.38,59.94
1:20:59 | 10-5-2024,18.37,60.28
1:21:59 | 10-5-2024,18.44,60.10
1:22:59 | 10-5-2024,18.45,60.11
1:23:59 | 10-5-2024,18.53,59.97
1:24:59 | 10-5-2024,18.58,59.92
1:25:59 | 10-5-2024,18.62,59.65
1:26:59 | 10-5-2024,18.64,59.56
1:27:59 | 10-5-2024,18.69,59.36
1:28:59 | 10-5-2024,18.70,59.47
1:29:59 | 10-5-2024,18.73,59.47
1:30:59 | 10-5-2024,18.74,59.34
1:31:59 | 10-5-2024,18.72,59.32
1:32:59 | 10-5-2024,18.72,59.46
1:33:59 | 10-5-2024,18.76,59.36
1:34:59 | 10-5-2024,18.75,59.13
1:35:59 | 10-5-2024,18.79,59.18
1:36:59 | 10-5-2024,18.80,59.37
1:37:59 | 10-5-2024,18.85,58.99
1:38:59 | 10-5-2024,18.86,59.11
1:39:59 | 10-5-2024,18.80,59.11
1:40:59 | 10-5-2024,18.86,59.36
1:41:59 | 10-5-2024,18.90,58.82
1:42:59 | 10-5-2024,18.92,58.94
1:43:59 | 10-5-2024,18.84,58.58
1:44:59 | 10-5-2024,18.80,58.69
1:45:59 | 10-5-2024,18.72,58.89
1:46:59 | 10-5-2024,18.64,59.13
1:47:59 | 10-5-2024,18.57,59.27
1:48:59 | 10-5-2024,18.52,59.48
1:49:59 | 10-5-2024,18.50,59.65
1:50:59 | 10-5-2024,18.47,59.85
1:51:59 | 10-5-2024,18.52,60.16
1:52:59 | 10-5-2024,18.54,59.88
1:53:59 | 10-5-2024,18.52,59.77
1:54:59 | 10-5-2024,18.56,59.81
1:55:59 | 10-5-2024,18.58,59.76
1:56:59 | 10-5-2024,18.61,59.38
1:57:59 | 10-5-2024,18.64,59.56
1:58:59 | 10-5-2024,18.71,58.99
1:59:59 | 10-5-2024,18.75,58.94
2:0:59 | 10-5-2024,18.73,58.98
2:1:59 | 10-5-2024,18.67,58.86
2:2:59 | 10-5-2024,18.60,58.86
2:3:59 | 10-5-2024,18.53,58.98
2:4:59 | 10-5-2024,18.45,58.92
2:5:59 | 10-5-2024,18.37,58.92
2:6:59 | 10-5-2024,18.34,59.02
2:7:59 | 10-5-2024,18.29,59.04
2:8:59 | 10-5-2024,18.26,59.45
2:9:59 | 10-5-2024,18.22,59.08
2:10:59 | 10-5-2024,18.15,59.09
2:11:59 | 10-5-2024,18.10,59.41
2:12:59 | 10-5-2024,18.04,59.36
2:13:59 | 10-5-2024,17.96,59.48
2:14:59 | 10-5-2024,17.94,59.51
2:15:59 | 10-5-2024,17.93,60.21
2:16:59 | 10-5-2024,17.96,59.87
2:17:59 | 10-5-2024,17.96,59.98
2:18:59 | 10-5-2024,17.97,60.09
2:19:59 | 10-5-2024,17.97,60.00
2:20:59 | 10-5-2024,17.97,60.22
2:21:59 | 10-5-2024,18.01,60.22
2:22:59 | 10-5-2024,18.03,60.49
2:23:59 | 10-5-2024,18.03,60.17
2:24:59 | 10-5-2024,17.98,59.89
2:25:59 | 10-5-2024,17.98,60.17
2:26:59 | 10-5-2024,18.01,60.10
2:27:59 | 10-5-2024,18.01,60.28
2:28:59 | 10-5-2024,17.99,60.03
2:29:59 | 10-5-2024,18.01,60.22
2:30:59 | 10-5-2024,17.98,60.09
2:31:59 | 10-5-2024,18.03,60.08
2:32:59 | 10-5-2024,18.00,60.09
2:33:59 | 10-5-2024,18.00,60.18
2:34:59 | 10-5-2024,17.98,60.32
2:35:59 | 10-5-2024,17.98,60.32
2:36:59 | 10-5-2024,18.02,60.50
2:37:59 | 10-5-2024,18.01,60.25
2:38:59 | 10-5-2024,18.02,60.24
2:39:59 | 10-5-2024,18.03,60.27
2:40:59 | 10-5-2024,18.04,60.31
2:41:59 | 10-5-2024,18.07,60.08
2:42:59 | 10-5-2024,18.11,60.05
2:43:59 | 10-5-2024,18.13,60.18
2:44:59 | 10-5-2024,18.13,60.45
2:45:59 | 10-5-2024,18.18,60.32
2:46:59 | 10-5-2024,18.20,59.77
2:47:59 | 10-5-2024,18.22,60.03
2:48:59 | 10-5-2024,18.23,59.66
2:49:59 | 10-5-2024,18.22,59.88
2:50:59 | 10-5-2024,18.17,59.88
2:51:59 | 10-5-2024,18.17,60.11
2:52:59 | 10-5-2024,18.16,59.87
2:53:59 | 10-5-2024,18.17,59.99
2:54:59 | 10-5-2024,18.14,60.14
2:55:59 | 10-5-2024,18.17,59.95
2:56:59 | 10-5-2024,18.15,59.96
2:57:59 | 10-5-2024,18.18,60.07
2:58:59 | 10-5-2024,18.20,60.19
2:59:59 | 10-5-2024,18.19,60.06
3:0:59 | 10-5-2024,18.24,60.25
3:1:59 | 10-5-2024,18.22,59.90
3:2:59 | 10-5-2024,18.22,59.94
3:3:59 | 10-5-2024,18.22,60.02
3:4:59 | 10-5-2024,18.21,59.81
3:5:59 | 10-5-2024,18.23,59.84
3:6:59 | 10-5-2024,18.24,60.01
3:7:59 | 10-5-2024,18.27,59.94
3:8:59 | 10-5-2024,18.25,59.58
3:9:59 | 10-5-2024,18.27,60.01
3:10:59 | 10-5-2024,18.34,59.69
3:11:59 | 10-5-2024,18.33,59.70
3:12:59 | 10-5-2024,18.34,59.74
3:13:59 | 10-5-2024,18.34,59.62
3:14:59 | 10-5-2024,18.35,59.85
3:15:59 | 10-5-2024,18.35,59.54
3:16:59 | 10-5-2024,18.32,59.60
3:17:59 | 10-5-2024,18.32,59.54
3:18:59 | 10-5-2024,18.28,59.57
3:19:59 | 10-5-2024,18.30,59.68
3:20:59 | 10-5-2024,18.33,59.74
3:21:59 | 10-5-2024,18.25,59.45
3:22:59 | 10-5-2024,18.27,59.61
3:23:59 | 10-5-2024,18.31,59.76
3:24:59 | 10-5-2024,18.34,59.75
3:25:59 | 10-5-2024,18.35,59.75
3:26:59 | 10-5-2024,18.39,59.57
3:27:59 | 10-5-2024,18.42,59.45
3:28:59 | 10-5-2024,18.40,59.33
3:29:59 | 10-5-2024,18.40,59.42
3:30:59 | 10-5-2024,18.40,59.58
3:31:59 | 10-5-2024,18.39,59.66
3:32:59 | 10-5-2024,18.42,59.40
3:33:59 | 10-5-2024,18.43,59.42
3:34:59 | 10-5-2024,18.37,59.31
3:35:59 | 10-5-2024,18.40,59.34
3:36:59 | 10-5-2024,18.38,59.33
3:37:59 | 10-5-2024,18.36,59.35
3:38:59 | 10-5-2024,18.34,59.63
3:39:59 | 10-5-2024,18.30,59.59
3:40:59 | 10-5-2024,18.30,59.75
3:41:59 | 10-5-2024,18.34,59.54
3:42:59 | 10-5-2024,18.30,59.93
3:43:59 | 10-5-2024,18.29,60.12
3:44:59 | 10-5-2024,18.30,60.59
3:45:59 | 10-5-2024,18.34,60.37
3:46:59 | 10-5-2024,18.32,60.29
3:47:59 | 10-5-2024,18.36,60.24
3:48:59 | 10-5-2024,18.38,60.11
3:49:59 | 10-5-2024,18.37,59.94
3:50:59 | 10-5-2024,18.37,60.16
3:51:59 | 10-5-2024,18.38,60.16
3:52:59 | 10-5-2024,18.38,60.40
3:53:59 | 10-5-2024,18.40,60.34
3:54:59 | 10-5-2024,18.34,60.23
3:55:59 | 10-5-2024,18.37,60.59
3:56:59 | 10-5-2024,18.35,60.30
3:57:59 | 10-5-2024,18.34,60.30
3:58:59 | 10-5-2024,18.32,60.33
3:59:59 | 10-5-2024,18.28,60.51
4:0:59 | 10-5-2024,18.30,60.54
4:1:59 | 10-5-2024,18.31,60.59
4:2:59 | 10-5-2024,18.33,60.52
4:3:59 | 10-5-2024,18.32,60.41
4:4:59 | 10-5-2024,18.30,60.41
4:5:59 | 10-5-2024,18.30,60.25
4:6:59 | 10-5-2024,18.32,60.32
4:7:59 | 10-5-2024,18.30,60.35
4:8:59 | 10-5-2024,18.31,60.39
4:9:59 | 10-5-2024,18.33,60.18
4:10:59 | 10-5-2024,18.30,60.16
4:11:59 | 10-5-2024,18.28,60.29
4:12:59 | 10-5-2024,18.33,60.43
4:13:59 | 10-5-2024,18.29,59.83
4:14:59 | 10-5-2024,18.27,60.39
4:15:59 | 10-5-2024,18.29,60.36
4:16:59 | 10-5-2024,18.31,60.30
4:17:59 | 10-5-2024,18.29,60.63
4:18:59 | 10-5-2024,18.27,60.56
4:19:59 | 10-5-2024,18.29,60.42
4:20:59 | 10-5-2024,18.28,60.56
4:21:59 | 10-5-2024,18.26,60.67
4:22:59 | 10-5-2024,18.25,60.99
4:23:59 | 10-5-2024,18.23,61.38
4:24:59 | 10-5-2024,18.30,61.44
4:25:59 | 10-5-2024,18.32,61.27
4:26:59 | 10-5-2024,18.31,61.10
4:27:59 | 10-5-2024,18.29,61.29
4:28:59 | 10-5-2024,18.31,61.48
4:29:59 | 10-5-2024,18.32,61.11
4:30:59 | 10-5-2024,18.36,61.13
4:31:59 | 10-5-2024,18.35,61.24
4:32:59 | 10-5-2024,18.34,61.38
4:33:59 | 10-5-2024,18.27,61.27
4:34:59 | 10-5-2024,18.25,61.52
4:35:59 | 10-5-2024,18.27,61.55
4:36:59 | 10-5-2024,18.29,61.46
4:37:59 | 10-5-2024,18.32,61.26
4:38:59 | 10-5-2024,18.30,61.00
4:39:59 | 10-5-2024,18.32,61.06
4:40:59 | 10-5-2024,18.34,61.43
4:41:59 | 10-5-2024,18.34,61.18
4:42:59 | 10-5-2024,18.31,61.07
4:43:59 | 10-5-2024,18.29,61.39
4:44:59 | 10-5-2024,18.29,61.36
4:45:59 | 10-5-2024,18.26,61.59
4:46:59 | 10-5-2024,18.27,61.57
4:47:59 | 10-5-2024,18.29,61.65
4:48:59 | 10-5-2024,18.30,61.54
4:49:59 | 10-5-2024,18.31,61.66
4:50:59 | 10-5-2024,18.29,61.54
4:51:59 | 10-5-2024,18.31,61.58
4:52:59 | 10-5-2024,18.30,61.61
4:53:59 | 10-5-2024,18.28,61.83
4:54:59 | 10-5-2024,18.26,62.06
4:55:59 | 10-5-2024,18.26,61.86
4:56:59 | 10-5-2024,18.28,62.14
4:57:59 | 10-5-2024,18.24,62.02
4:58:59 | 10-5-2024,18.28,62.04
4:59:59 | 10-5-2024,18.30,62.04
5:0:59 | 10-5-2024,18.32,62.01
5:1:59 | 10-5-2024,18.34,61.77
5:2:59 | 10-5-2024,18.34,61.92
5:3:59 | 10-5-2024,18.32,61.85
5:4:59 | 10-5-2024,18.33,61.71
5:5:59 | 10-5-2024,18.34,61.85
5:6:59 | 10-5-2024,18.41,61.82
5:7:59 | 10-5-2024,18.40,61.69
5:8:59 | 10-5-2024,18.38,61.40
5:9:59 | 10-5-2024,18.37,61.45
5:10:59 | 10-5-2024,18.38,61.51
5:11:59 | 10-5-2024,18.38,61.56
5:12:59 | 10-5-2024,18.36,61.37
5:13:59 | 10-5-2024,18.36,61.60
5:14:59 | 10-5-2024,18.35,61.82
5:15:59 | 10-5-2024,18.36,61.71
5:16:59 | 10-5-2024,18.38,61.96
5:17:59 | 10-5-2024,18.39,61.72
5:18:59 | 10-5-2024,18.36,61.89
5:19:59 | 10-5-2024,18.39,61.73
5:20:59 | 10-5-2024,18.37,61.63
5:21:59 | 10-5-2024,18.36,61.80
5:22:59 | 10-5-2024,18.39,61.86
5:23:59 | 10-5-2024,18.40,61.87
5:24:59 | 10-5-2024,18.38,61.92
5:25:59 | 10-5-2024,18.37,61.89
5:26:59 | 10-5-2024,18.41,61.68
5:27:59 | 10-5-2024,18.42,61.75
5:28:59 | 10-5-2024,18.40,61.89
5:29:59 | 10-5-2024,18.40,61.80
5:30:59 | 10-5-2024,18.41,61.68
5:31:59 | 10-5-2024,18.39,61.67
5:32:59 | 10-5-2024,18.39,61.77
5:33:59 | 10-5-2024,18.39,61.69
5:34:59 | 10-5-2024,18.40,61.88
5:35:59 | 10-5-2024,18.43,61.73
5:36:59 | 10-5-2024,18.50,61.95
5:37:59 | 10-5-2024,18.48,61.67
5:38:59 | 10-5-2024,18.53,61.50
5:39:59 | 10-5-2024,18.53,61.49
5:40:59 | 10-5-2024,18.55,61.22
5:41:59 | 10-5-2024,18.54,61.47
5:42:59 | 10-5-2024,18.57,61.37
5:43:59 | 10-5-2024,18.53,61.23
5:44:59 | 10-5-2024,18.52,61.07
5:45:59 | 10-5-2024,18.54,61.26
5:46:59 | 10-5-2024,18.56,61.46
5:47:59 | 10-5-2024,18.59,61.14
5:48:59 | 10-5-2024,18.59,61.05
5:49:59 | 10-5-2024,18.61,61.35
5:50:59 | 10-5-2024,18.64,61.18
5:51:59 | 10-5-2024,18.64,60.83
5:52:59 | 10-5-2024,18.66,60.81
5:53:59 | 10-5-2024,18.66,60.95
5:54:59 | 10-5-2024,18.64,60.89
5:55:59 | 10-5-2024,18.64,60.99
5:56:59 | 10-5-2024,18.66,60.92
5:57:59 | 10-5-2024,18.67,60.94
5:58:59 | 10-5-2024,18.69,61.06
5:59:59 | 10-5-2024,18.70,60.89
6:0:59 | 10-5-2024,18.69,60.70
6:1:59 | 10-5-2024,18.66,60.66
6:2:59 | 10-5-2024,18.66,60.76
6:3:59 | 10-5-2024,18.66,61.17
6:4:59 | 10-5-2024,18.66,60.85
6:5:59 | 10-5-2024,18.66,60.87
6:6:59 | 10-5-2024,18.67,60.63
6:7:59 | 10-5-2024,18.70,60.77
6:8:59 | 10-5-2024,18.67,60.62
6:9:59 | 10-5-2024,18.67,60.41
6:10:59 | 10-5-2024,18.65,60.58
6:11:59 | 10-5-2024,18.63,60.51
6:12:59 | 10-5-2024,18.61,60.75
6:13:59 | 10-5-2024,18.60,60.93
6:14:59 | 10-5-2024,18.58,60.67
6:15:59 | 10-5-2024,18.56,61.02
6:16:59 | 10-5-2024,18.56,61.14
6:17:59 | 10-5-2024,18.58,61.19
6:18:59 | 10-5-2024,18.58,61.04
6:19:59 | 10-5-2024,18.57,61.29
6:20:59 | 10-5-2024,18.57,61.08
6:21:59 | 10-5-2024,18.58,61.22
6:22:59 | 10-5-2024,18.55,61.04
6:23:59 | 10-5-2024,18.54,60.90
6:24:59 | 10-5-2024,18.55,61.18
6:25:58 | 10-5-2024,18.53,60.94
6:26:59 | 10-5-2024,18.51,60.91
6:27:59 | 10-5-2024,18.48,60.97
6:28:59 | 10-5-2024,18.46,61.20
6:29:59 | 10-5-2024,18.46,61.42
6:30:59 | 10-5-2024,18.47,61.74
6:31:59 | 10-5-2024,18.46,61.82
6:32:59 | 10-5-2024,18.48,61.86
6:33:59 | 10-5-2024,18.51,62.07
6:34:58 | 10-5-2024,18.50,61.72
6:35:59 | 10-5-2024,18.52,61.74
6:36:59 | 10-5-2024,18.55,61.99
6:37:59 | 10-5-2024,18.55,61.62
6:38:59 | 10-5-2024,18.59,61.90
6:39:59 | 10-5-2024,18.61,61.45
6:40:59 | 10-5-2024,18.61,61.23
6:41:59 | 10-5-2024,18.61,61.47
6:42:59 | 10-5-2024,18.64,61.74
6:43:59 | 10-5-2024,18.64,61.46
6:44:59 | 10-5-2024,18.68,62.15
6:45:59 | 10-5-2024,18.70,61.70
6:46:59 | 10-5-2024,18.70,62.00
6:47:59 | 10-5-2024,18.75,62.22
6:48:58 | 10-5-2024,18.79,62.20
6:49:59 | 10-5-2024,18.85,62.27
6:50:58 | 10-5-2024,18.88,61.72
6:51:59 | 10-5-2024,18.86,62.01
6:52:59 | 10-5-2024,18.91,61.82
6:53:59 | 10-5-2024,18.95,61.68
6:54:59 | 10-5-2024,18.94,61.45
6:55:59 | 10-5-2024,18.98,61.20
6:56:59 | 10-5-2024,19.05,61.15
6:57:58 | 10-5-2024,19.05,60.82
6:58:59 | 10-5-2024,19.05,60.51
6:59:59 | 10-5-2024,19.08,60.40
7:0:59 | 10-5-2024,19.15,60.08
7:1:59 | 10-5-2024,19.18,59.92
7:2:58 | 10-5-2024,19.19,59.74
7:3:59 | 10-5-2024,19.23,59.95
7:4:59 | 10-5-2024,19.27,59.56
7:5:58 | 10-5-2024,19.29,59.32
7:6:59 | 10-5-2024,19.30,59.36
7:7:58 | 10-5-2024,19.46,59.89
7:8:59 | 10-5-2024,19.52,58.78
7:9:59 | 10-5-2024,19.55,58.88
7:10:59 | 10-5-2024,19.55,58.68
7:11:58 | 10-5-2024,19.64,58.39
7:12:59 | 10-5-2024,19.77,58.69
7:13:59 | 10-5-2024,19.84,57.85
7:14:58 | 10-5-2024,19.86,57.86
