Timestamp,Temperature,Humidity
7:15:58 | 10-5-2024,19.90,57.54
7:16:59 | 10-5-2024,19.97,57.51
7:17:59 | 10-5-2024,19.98,57.28
7:18:59 | 10-5-2024,19.96,57.41
7:19:58 | 10-5-2024,20.03,57.74
7:20:58 | 10-5-2024,20.06,57.11
7:21:59 | 10-5-2024,20.03,56.92
7:22:59 | 10-5-2024,20.02,56.70
7:23:58 | 10-5-2024,20.03,57.11
7:24:58 | 10-5-2024,20.06,56.69
7:25:59 | 10-5-2024,20.08,57.14
7:26:59 | 10-5-2024,20.13,57.13
7:27:59 | 10-5-2024,20.14,57.07
7:28:58 | 10-5-2024,20.13,57.07
7:29:58 | 10-5-2024,20.10,56.90
7:30:59 | 10-5-2024,20.06,57.08
7:31:59 | 10-5-2024,19.98,57.38
7:32:58 | 10-5-2024,20.05,57.71
7:33:58 | 10-5-2024,20.01,57.57
7:34:59 | 10-5-2024,20.05,57.54
7:35:59 | 10-5-2024,20.02,57.37
7:36:58 | 10-5-2024,20.06,57.25
7:37:58 | 10-5-2024,20.05,57.17
7:38:59 | 10-5-2024,20.10,57.79
7:39:59 | 10-5-2024,20.08,57.11
7:40:58 | 10-5-2024,20.09,56.79
7:41:58 | 10-5-2024,20.05,56.97
7:42:59 | 10-5-2024,20.00,57.30
7:43:59 | 10-5-2024,19.95,57.12
7:44:58 | 10-5-2024,19.92,57.36
7:45:58 | 10-5-2024,19.93,57.04
7:46:59 | 10-5-2024,19.87,57.24
7:47:58 | 10-5-2024,19.83,57.08
7:48:58 | 10-5-2024,19.77,57.21
7:49:59 | 10-5-2024,19.73,57.90
7:50:58 | 10-5-2024,19.72,57.67
7:51:58 | 10-5-2024,19.67,57.77
7:52:59 | 10-5-2024,19.67,58.10
7:53:58 | 10-5-2024,19.75,58.39
7:54:58 | 10-5-2024,19.83,58.12
7:55:59 | 10-5-2024,19.92,57.46
7:56:58 | 10-5-2024,19.88,57.42
7:57:58 | 10-5-2024,19.94,57.65
7:58:58 | 10-5-2024,19.93,57.38
7:59:59 | 10-5-2024,20.04,57.38
8:0:58 | 10-5-2024,20.05,56.70
8:1:58 | 10-5-2024,20.07,57.00
8:2:58 | 10-5-2024,20.16,56.63
8:3:59 | 10-5-2024,20.15,56.74
8:4:58 | 10-5-2024,20.20,56.15
8:5:58 | 10-5-2024,20.19,56.28
8:6:58 | 10-5-2024,20.13,56.03
8:7:59 | 10-5-2024,20.19,56.35
8:8:59 | 10-5-2024,20.26,56.01
8:9:58 | 10-5-2024,20.22,56.26
8:10:58 | 10-5-2024,20.22,56.18
8:11:58 | 10-5-2024,20.22,56.34
8:12:59 | 10-5-2024,20.23,56.19
8:13:58 | 10-5-2024,20.36,56.28
8:14:58 | 10-5-2024,20.34,55.95
8:15:58 | 10-5-2024,20.33,55.84
8:16:58 | 10-5-2024,20.36,55.66
8:17:59 | 10-5-2024,20.32,55.43
8:18:58 | 10-5-2024,20.26,55.79
8:19:58 | 10-5-2024,20.30,56.06
8:20:58 | 10-5-2024,20.30,55.82
8:21:58 | 10-5-2024,20.27,55.99
8:22:59 | 10-5-2024,20.25,55.88
8:23:58 | 10-5-2024,20.26,55.94
8:24:58 | 10-5-2024,20.31,55.98
8:25:58 | 10-5-2024,20.28,55.60
8:26:59 | 10-5-2024,20.34,55.83
8:27:58 | 10-5-2024,20.37,55.64
8:28:58 | 10-5-2024,20.30,55.71
8:29:58 | 10-5-2024,20.28,55.85
8:30:58 | 10-5-2024,20.28,55.96
8:31:59 | 10-5-2024,20.33,56.02
8:32:58 | 10-5-2024,20.44,55.85
8:33:58 | 10-5-2024,20.45,55.68
8:34:58 | 10-5-2024,20.43,55.51
8:35:58 | 10-5-2024,20.44,55.63
8:36:59 | 10-5-2024,20.45,55.90
8:37:58 | 10-5-2024,20.46,55.58
8:38:58 | 10-5-2024,20.48,55.74
8:39:58 | 10-5-2024,20.51,55.49
8:40:58 | 10-5-2024,20.44,55.25
8:41:58 | 10-5-2024,20.53,55.57
8:42:59 | 10-5-2024,20.53,55.12
8:43:58 | 10-5-2024,20.50,55.54
8:44:58 | 10-5-2024,20.51,55.77
8:45:58 | 10-5-2024,20.50,55.41
8:46:58 | 10-5-2024,20.57,55.74
8:47:58 | 10-5-2024,20.56,55.31
8:48:59 | 10-5-2024,20.61,54.99
8:49:58 | 10-5-2024,20.65,54.99
8:50:58 | 10-5-2024,20.61,55.40
8:51:58 | 10-5-2024,20.58,55.42
8:52:58 | 10-5-2024,20.54,54.91
8:53:58 | 10-5-2024,20.54,55.51
8:54:58 | 10-5-2024,20.65,55.51
8:55:58 | 10-5-2024,20.73,55.14
8:56:58 | 10-5-2024,20.78,54.64
8:57:58 | 10-5-2024,20.79,54.51
8:58:58 | 10-5-2024,20.80,54.36
8:59:58 | 10-5-2024,20.79,54.86
9:0:58 | 10-5-2024,20.85,54.12
9:1:58 | 10-5-2024,20.91,54.71
9:2:58 | 10-5-2024,20.84,54.78
9:3:58 | 10-5-2024,20.83,54.70
9:4:58 | 10-5-2024,20.91,54.39
9:5:58 | 10-5-2024,20.96,54.48
9:6:58 | 10-5-2024,20.92,53.96
9:7:58 | 10-5-2024,20.97,54.04
9:8:58 | 10-5-2024,21.00,53.73
9:9:58 | 10-5-2024,21.04,53.76
9:10:58 | 10-5-2024,21.01,54.01
9:11:58 | 10-5-2024,20.97,53.87
9:12:58 | 10-5-2024,20.88,53.80
9:13:58 | 10-5-2024,20.80,54.17
9:14:58 | 10-5-2024,20.94,54.69
9:15:58 | 10-5-2024,20.88,54.52
9:16:58 | 10-5-2024,20.85,54.71
9:17:58 | 10-5-2024,20.89,54.96
9:18:58 | 10-5-2024,20.97,55.26
9:19:58 | 10-5-2024,21.03,54.77
9:20:58 | 10-5-2024,20.90,54.77
9:21:58 | 10-5-2024,20.85,55.17
9:22:58 | 10-5-2024,20.81,55.35
9:23:58 | 10-5-2024,20.86,55.76
9:24:58 | 10-5-2024,20.93,55.45
9:25:58 | 10-5-2024,20.94,55.50
9:26:58 | 10-5-2024,20.84,55.82
9:27:58 | 10-5-2024,20.83,55.90
9:28:58 | 10-5-2024,20.74,56.30
9:29:58 | 10-5-2024,20.79,56.75
9:30:58 | 10-5-2024,20.90,56.49
9:31:58 | 10-5-2024,20.85,56.33
9:32:58 | 10-5-2024,20.88,56.42
9:33:58 | 10-5-2024,20.75,56.59
9:34:58 | 10-5-2024,20.67,56.96
9:35:58 | 10-5-2024,20.54,57.66
9:36:58 | 10-5-2024,20.47,57.79
9:37:58 | 10-5-2024,20.38,57.96
9:38:58 | 10-5-2024,20.33,58.18
9:39:58 | 10-5-2024,20.29,58.17
9:40:58 | 10-5-2024,20.31,58.33
9:41:58 | 10-5-2024,20.35,58.16
9:42:58 | 10-5-2024,20.30,58.30
9:43:58 | 10-5-2024,20.30,58.34
9:44:58 | 10-5-2024,20.48,58.10
9:45:58 | 10-5-2024,20.52,57.73
9:46:58 | 10-5-2024,20.50,58.02
9:47:58 | 10-5-2024,20.57,57.98
9:48:58 | 10-5-2024,20.64,57.89
9:49:58 | 10-5-2024,20.75,57.65
9:50:58 | 10-5-2024,20.68,57.54
9:51:58 | 10-5-2024,20.65,57.77
9:52:58 | 10-5-2024,20.70,57.57
9:53:58 | 10-5-2024,20.74,57.42
9:54:58 | 10-5-2024,20.82,57.16
9:55:58 | 10-5-2024,20.72,57.23
9:56:58 | 10-5-2024,20.75,57.19
9:57:58 | 10-5-2024,20.79,57.12
9:58:58 | 10-5-2024,20.72,56.78
9:59:58 | 10-5-2024,20.60,57.08
10:0:58 | 10-5-2024,20.49,57.33
10:1:58 | 10-5-2024,20.53,57.84
10:2:58 | 10-5-2024,20.61,57.59
10:3:58 | 10-5-2024,20.67,57.38
10:4:58 | 10-5-2024,20.69,57.20
10:5:58 | 10-5-2024,20.77,57.33
10:6:58 | 10-5-2024,20.79,56.93
10:7:58 | 10-5-2024,20.78,56.97
10:8:58 | 10-5-2024,20.85,57.30
10:9:58 | 10-5-2024,20.93,56.72
10:10:58 | 10-5-2024,20.98,56.80
10:11:58 | 10-5-2024,21.05,56.74
10:12:58 | 10-5-2024,21.13,56.49
10:13:58 | 10-5-2024,21.29,56.29
10:14:58 | 10-5-2024,21.34,55.84
10:15:58 | 10-5-2024,21.28,55.83
10:16:58 | 10-5-2024,21.27,55.44
10:17:58 | 10-5-2024,21.27,55.59
10:18:58 | 10-5-2024,21.34,55.80
10:19:58 | 10-5-2024,21.35,55.85
10:20:58 | 10-5-2024,21.38,55.79
10:21:58 | 10-5-2024,21.44,55.32
10:22:58 | 10-5-2024,21.50,55.19
10:23:58 | 10-5-2024,21.58,55.25
10:24:58 | 10-5-2024,21.64,54.88
10:25:58 | 10-5-2024,21.77,54.79
10:26:58 | 10-5-2024,21.81,54.28
10:27:58 | 10-5-2024,21.71,54.17
10:28:58 | 10-5-2024,21.57,54.46
10:29:58 | 10-5-2024,21.40,54.73
10:30:58 | 10-5-2024,21.27,55.15
10:31:58 | 10-5-2024,21.22,55.53
10:32:58 | 10-5-2024,21.28,55.64
10:33:58 | 10-5-2024,21.28,55.68
10:34:58 | 10-5-2024,21.23,55.81
10:35:58 | 10-5-2024,21.09,56.18
10:36:58 | 10-5-2024,20.97,56.62
10:37:58 | 10-5-2024,21.03,56.56
10:38:58 | 10-5-2024,20.95,56.47
10:39:58 | 10-5-2024,20.97,56.62
10:40:58 | 10-5-2024,21.02,56.40
10:41:58 | 10-5-2024,20.90,56.55
10:42:58 | 10-5-2024,20.97,56.42
10:43:58 | 10-5-2024,21.07,56.32
10:44:58 | 10-5-2024,21.03,56.05
10:45:58 | 10-5-2024,20.95,56.22
10:46:58 | 10-5-2024,20.94,56.52
10:47:58 | 10-5-2024,20.94,56.42
10:48:58 | 10-5-2024,20.96,56.35
10:49:58 | 10-5-2024,21.01,56.50
10:50:58 | 10-5-2024,20.97,56.55
10:51:58 | 10-5-2024,20.97,56.65
10:52:58 | 10-5-2024,20.91,56.76
10:53:58 | 10-5-2024,20.79,57.65
10:54:58 | 10-5-2024,20.77,58.01
10:55:58 | 10-5-2024,20.80,58.14
10:56:58 | 10-5-2024,20.72,58.15
10:57:58 | 10-5-2024,20.66,58.88
10:58:58 | 10-5-2024,20.61,59.43
10:59:58 | 10-5-2024,20.57,59.56
11:0:58 | 10-5-2024,20.51,60.18
11:1:58 | 10-5-2024,20.43,60.62
11:2:58 | 10-5-2024,20.35,60.08
11:3:58 | 10-5-2024,20.33,60.68
11:4:58 | 10-5-2024,20.14,60.42
11:5:58 | 10-5-2024,20.08,61.40
11:6:58 | 10-5-2024,19.97,62.56
11:7:58 | 10-5-2024,19.96,62.93
11:8:58 | 10-5-2024,20.02,63.01
11:9:58 | 10-5-2024,20.03,63.11
11:10:58 | 10-5-2024,19.92,62.72
11:11:58 | 10-5-2024,19.94,62.78
11:12:58 | 10-5-2024,19.97,63.08
11:13:58 | 10-5-2024,19.91,62.83
11:14:58 | 10-5-2024,19.89,63.58
11:15:58 | 10-5-2024,19.89,63.35
11:16:58 | 10-5-2024,19.87,63.44
11:17:58 | 10-5-2024,19.76,63.39
11:18:58 | 10-5-2024,19.71,64.07
11:19:58 | 10-5-2024,19.61,64.06
11:20:58 | 10-5-2024,19.58,64.20
11:21:58 | 10-5-2024,19.57,64.35
11:22:58 | 10-5-2024,19.60,64.46
11:23:58 | 10-5-2024,19.57,64.12
11:24:58 | 10-5-2024,19.56,64.31
11:25:58 | 10-5-2024,19.58,64.62
11:26:58 | 10-5-2024,19.54,64.62
11:27:58 | 10-5-2024,19.60,64.60
11:28:58 | 10-5-2024,19.57,64.59
11:29:58 | 10-5-2024,19.53,64.39
11:30:58 | 10-5-2024,19.51,64.56
11:31:58 | 10-5-2024,19.46,64.86
11:32:58 | 10-5-2024,19.37,64.72
11:33:58 | 10-5-2024,19.36,64.79
11:34:58 | 10-5-2024,19.30,65.05
11:35:58 | 10-5-2024,19.20,65.15
11:36:58 | 10-5-2024,19.28,65.56
11:37:58 | 10-5-2024,19.29,65.58
11:38:58 | 10-5-2024,19.29,65.69
11:39:58 | 10-5-2024,19.07,66.29
11:40:58 | 10-5-2024,19.07,66.66
11:41:58 | 10-5-2024,19.03,66.96
11:42:58 | 10-5-2024,19.05,67.32
11:43:58 | 10-5-2024,18.99,67.19
11:44:58 | 10-5-2024,18.99,67.58
11:45:58 | 10-5-2024,18.99,67.60
11:46:58 | 10-5-2024,18.99,67.52
11:47:58 | 10-5-2024,18.96,67.51
11:48:58 | 10-5-2024,18.99,67.53
11:49:58 | 10-5-2024,18.98,67.64
11:50:58 | 10-5-2024,18.98,67.41
11:51:58 | 10-5-2024,18.97,67.52
11:52:58 | 10-5-2024,19.00,67.52
11:53:58 | 10-5-2024,18.99,67.52
11:54:58 | 10-5-2024,18.91,67.52
11:55:58 | 10-5-2024,18.92,68.04
11:56:58 | 10-5-2024,18.92,68.14
11:57:58 | 10-5-2024,18.93,68.07
11:58:58 | 10-5-2024,18.85,68.04
11:59:58 | 10-5-2024,18.86,68.43
12:0:58 | 10-5-2024,18.82,68.43
12:1:58 | 10-5-2024,18.79,68.51
12:3:4 | 10-5-2024,18.85,68.38
12:3:58 | 10-5-2024,18.97,68.74
12:4:58 | 10-5-2024,19.15,68.65
12:5:58 | 10-5-2024,19.33,68.37
12:6:58 | 10-5-2024,19.53,67.97
12:7:58 | 10-5-2024,19.71,67.46
12:8:58 | 10-5-2024,19.86,66.87
12:9:58 | 10-5-2024,20.02,66.59
12:10:58 | 10-5-2024,20.17,66.09
12:11:58 | 10-5-2024,20.29,65.66
12:12:58 | 10-5-2024,20.39,65.38
12:13:58 | 10-5-2024,20.50,65.21
12:14:58 | 10-5-2024,20.60,64.81
12:15:58 | 10-5-2024,20.69,64.56
12:16:58 | 10-5-2024,20.80,64.29
12:17:58 | 10-5-2024,20.88,64.14
12:18:58 | 10-5-2024,20.97,63.96
12:19:58 | 10-5-2024,21.17,63.85
12:20:58 | 10-5-2024,21.29,63.87
12:21:58 | 10-5-2024,21.34,63.17
12:22:58 | 10-5-2024,21.30,62.86
12:23:58 | 10-5-2024,21.27,62.90
12:24:58 | 10-5-2024,21.24,62.50
12:25:58 | 10-5-2024,21.18,62.61
12:26:58 | 10-5-2024,21.17,62.57
12:27:58 | 10-5-2024,21.16,62.64
12:28:58 | 10-5-2024,21.15,62.75
12:29:58 | 10-5-2024,21.12,62.64
12:30:58 | 10-5-2024,21.13,62.63
12:31:58 | 10-5-2024,21.12,62.52
12:32:58 | 10-5-2024,21.13,62.19
12:33:58 | 10-5-2024,21.09,62.27
12:34:58 | 10-5-2024,21.11,62.36
12:35:58 | 10-5-2024,21.15,62.17
12:36:58 | 10-5-2024,21.19,62.11
12:37:58 | 10-5-2024,21.20,62.08
12:38:58 | 10-5-2024,21.20,62.07
12:39:58 | 10-5-2024,21.21,61.90
12:40:58 | 10-5-2024,21.24,61.91
12:41:58 | 10-5-2024,21.25,61.71
12:42:58 | 10-5-2024,21.21,61.89
12:43:58 | 10-5-2024,21.19,62.09
12:44:58 | 10-5-2024,21.17,62.06
12:45:58 | 10-5-2024,21.15,62.27
12:46:58 | 10-5-2024,21.14,62.34
12:47:58 | 10-5-2024,21.13,62.56
12:48:58 | 10-5-2024,21.13,62.43
12:49:58 | 10-5-2024,21.13,62.34
12:50:58 | 10-5-2024,21.15,62.28
12:51:58 | 10-5-2024,21.18,62.17
12:52:58 | 10-5-2024,21.18,62.02
12:53:58 | 10-5-2024,21.20,61.92
12:54:58 | 10-5-2024,21.23,61.88
12:55:58 | 10-5-2024,21.25,61.66
12:56:58 | 10-5-2024,21.28,61.62
12:57:58 | 10-5-2024,21.27,61.53
12:58:58 | 10-5-2024,21.26,61.57
12:59:58 | 10-5-2024,21.23,61.63
13:0:58 | 10-5-2024,21.28,61.51
13:1:58 | 10-5-2024,21.32,61.44
13:2:58 | 10-5-2024,21.36,61.26
13:3:58 | 10-5-2024,21.35,61.17
13:4:58 | 10-5-2024,21.35,61.09
13:5:58 | 10-5-2024,21.34,61.10
13:6:58 | 10-5-2024,21.33,60.94
13:7:58 | 10-5-2024,21.29,60.97
13:8:58 | 10-5-2024,21.29,60.97
13:9:58 | 10-5-2024,21.28,61.10
13:10:58 | 10-5-2024,21.29,61.00
13:11:58 | 10-5-2024,21.28,61.05
13:12:58 | 10-5-2024,21.29,61.05
13:13:58 | 10-5-2024,21.32,61.04
13:14:58 | 10-5-2024,21.30,61.07
13:15:58 | 10-5-2024,21.30,60.96
13:16:58 | 10-5-2024,21.34,60.91
13:17:58 | 10-5-2024,21.36,60.90
13:18:58 | 10-5-2024,21.34,60.85
13:19:58 | 10-5-2024,21.38,60.84
13:20:58 | 10-5-2024,21.39,60.64
13:21:58 | 10-5-2024,21.40,60.69
13:22:58 | 10-5-2024,21.40,60.58
13:23:58 | 10-5-2024,21.39,60.63
13:24:58 | 10-5-2024,21.38,60.62
13:25:58 | 10-5-2024,21.41,60.51
13:26:58 | 10-5-2024,21.39,60.60
13:27:58 | 10-5-2024,21.39,60.62
13:28:58 | 10-5-2024,21.40,60.52
13:29:58 | 10-5-2024,21.43,60.47
13:30:58 | 10-5-2024,21.43,60.37
13:31:58 | 10-5-2024,21.42,60.44
13:32:58 | 10-5-2024,21.41,60.43
13:33:58 | 10-5-2024,21.38,60.56
13:34:58 | 10-5-2024,21.41,60.46
13:35:58 | 10-5-2024,21.36,60.63
13:36:58 | 10-5-2024,21.40,60.56
13:37:58 | 10-5-2024,21.38,60.61
13:38:58 | 10-5-2024,21.38,60.50
13:39:58 | 10-5-2024,21.40,60.41
13:40:58 | 10-5-2024,21.38,60.54
13:41:58 | 10-5-2024,21.38,60.40
13:42:58 | 10-5-2024,21.38,60.37
13:43:58 | 10-5-2024,21.36,60.47
13:44:58 | 10-5-2024,21.36,60.54
13:45:58 | 10-5-2024,21.36,60.42
13:46:58 | 10-5-2024,21.30,60.61
13:47:58 | 10-5-2024,21.31,60.48
13:48:58 | 10-5-2024,21.32,60.57
13:49:58 | 10-5-2024,21.29,60.58
13:50:58 | 10-5-2024,21.27,60.63
13:51:58 | 10-5-2024,21.25,60.68
13:52:58 | 10-5-2024,21.25,60.58
13:53:58 | 10-5-2024,21.24,60.62
13:54:58 | 10-5-2024,21.23,60.72
13:55:58 | 10-5-2024,21.23,60.67
13:56:58 | 10-5-2024,21.22,60.74
13:57:58 | 10-5-2024,21.21,60.83
13:58:58 | 10-5-2024,21.22,60.78
13:59:58 | 10-5-2024,21.22,60.60
14:0:58 | 10-5-2024,21.20,60.46
14:1:58 | 10-5-2024,21.20,60.60
14:2:58 | 10-5-2024,21.18,60.65
14:3:58 | 10-5-2024,21.16,60.75
14:4:58 | 10-5-2024,21.13,60.91
14:5:58 | 10-5-2024,21.12,60.84
14:6:58 | 10-5-2024,21.11,61.21
14:7:58 | 10-5-2024,21.12,61.11
14:8:58 | 10-5-2024,21.11,61.28
14:9:58 | 10-5-2024,21.11,61.24
14:10:58 | 10-5-2024,21.10,61.34
14:11:58 | 10-5-2024,21.11,61.30
14:12:58 | 10-5-2024,21.13,61.25
14:13:58 | 10-5-2024,21.14,61.36
14:14:58 | 10-5-2024,21.16,61.21
14:15:58 | 10-5-2024,21.19,61.16
14:16:58 | 10-5-2024,21.22,61.05
14:17:58 | 10-5-2024,21.21,60.82
14:18:58 | 10-5-2024,21.21,60.78
14:19:58 | 10-5-2024,21.21,60.96
14:20:58 | 10-5-2024,21.19,60.84
14:21:58 | 10-5-2024,21.22,60.69
14:22:58 | 10-5-2024,21.23,60.68
14:23:58 | 10-5-2024,21.24,60.67
14:24:58 | 10-5-2024,21.27,60.48
14:25:58 | 10-5-2024,21.28,60.44
14:26:58 | 10-5-2024,21.30,60.22
14:27:58 | 10-5-2024,21.30,60.15
14:28:58 | 10-5-2024,21.30,60.32
14:29:58 | 10-5-2024,21.29,60.42
14:30:58 | 10-5-2024,21.31,60.39
14:31:58 | 10-5-2024,21.30,60.42
14:32:58 | 10-5-2024,21.31,60.28
14:33:58 | 10-5-2024,21.29,60.41
14:34:58 | 10-5-2024,21.31,60.23
14:35:58 | 10-5-2024,21.33,60.25
14:36:58 | 10-5-2024,21.32,60.35
14:37:58 | 10-5-2024,21.33,60.26
14:38:58 | 10-5-2024,21.28,60.39
14:39:58 | 10-5-2024,21.28,60.27
14:40:58 | 10-5-2024,21.30,60.02
14:41:58 | 10-5-2024,21.33,59.95
14:42:58 | 10-5-2024,21.35,59.94
14:43:58 | 10-5-2024,21.31,60.13
14:44:58 | 10-5-2024,21.31,60.17
14:45:58 | 10-5-2024,21.29,60.28
14:46:58 | 10-5-2024,21.28,60.48
14:47:58 | 10-5-2024,21.30,60.50
14:48:58 | 10-5-2024,21.31,60.22
14:49:58 | 10-5-2024,21.35,59.96
14:50:58 | 10-5-2024,21.34,60.14
14:51:58 | 10-5-2024,21.33,60.08
14:52:58 | 10-5-2024,21.35,60.08
14:53:58 | 10-5-2024,21.34,60.12
14:54:58 | 10-5-2024,21.34,60.19
14:55:58 | 10-5-2024,21.35,60.17
14:56:58 | 10-5-2024,21.36,59.89
14:57:58 | 10-5-2024,21.42,59.81
14:58:58 | 10-5-2024,21.45,59.79
14:59:58 | 10-5-2024,21.42,59.90
15:0:58 | 10-5-2024,21.44,59.91
15:1:58 | 10-5-2024,21.47,59.66
15:2:58 | 10-5-2024,21.45,59.61
15:3:58 | 10-5-2024,21.45,59.65
15:4:58 | 10-5-2024,21.43,59.72
15:5:58 | 10-5-2024,21.42,59.72
15:6:58 | 10-5-2024,21.41,59.71
15:7:58 | 10-5-2024,21.41,59.72
15:8:58 | 10-5-2024,21.42,59.71
15:9:58 | 10-5-2024,21.41,59.88
15:10:58 | 10-5-2024,21.42,59.79
15:11:58 | 10-5-2024,21.42,59.88
15:12:58 | 10-5-2024,21.41,59.89
15:13:58 | 10-5-2024,21.42,59.97
15:14:58 | 10-5-2024,21.45,59.98
15:15:58 | 10-5-2024,21.50,59.81
15:16:58 | 10-5-2024,21.51,59.75
15:17:58 | 10-5-2024,21.51,59.59
15:18:58 | 10-5-2024,21.49,59.60
15:19:58 | 10-5-2024,21.48,59.76
15:20:58 | 10-5-2024,21.48,59.70
15:21:58 | 10-5-2024,21.50,59.65
15:22:58 | 10-5-2024,21.51,59.61
15:23:58 | 10-5-2024,21.49,59.78
15:24:58 | 10-5-2024,21.50,59.74
15:25:58 | 10-5-2024,21.49,59.72
15:26:58 | 10-5-2024,21.49,59.73
15:27:58 | 10-5-2024,21.49,59.78
15:28:58 | 10-5-2024,21.49,59.85
15:29:58 | 10-5-2024,21.51,59.69
15:30:58 | 10-5-2024,21.51,59.64
15:31:58 | 10-5-2024,21.50,59.72
15:32:58 | 10-5-2024,21.50,59.76
15:33:58 | 10-5-2024,21.48,59.74
15:34:58 | 10-5-2024,21.49,59.75
15:35:58 | 10-5-2024,21.51,59.77
15:36:58 | 10-5-2024,21.54,59.70
15:37:58 | 10-5-2024,21.55,59.68
15:38:58 | 10-5-2024,21.56,59.77
15:39:58 | 10-5-2024,21.57,59.79
15:40:58 | 10-5-2024,21.59,59.72
15:41:58 | 10-5-2024,21.59,59.65
15:42:58 | 10-5-2024,21.59,59.64
15:43:58 | 10-5-2024,21.61,59.64
15:44:58 | 10-5-2024,21.58,59.65
15:45:58 | 10-5-2024,21.60,59.62
15:46:58 | 10-5-2024,21.56,59.77
15:47:58 | 10-5-2024,21.57,59.74
15:48:58 | 10-5-2024,21.58,59.71
15:49:58 | 10-5-2024,21.57,59.67
15:50:58 | 10-5-2024,21.57,59.71
15:51:58 | 10-5-2024,21.58,59.57
15:52:58 | 10-5-2024,21.55,59.60
15:53:58 | 10-5-2024,21.55,59.65
15:54:58 | 10-5-2024,21.55,59.66
15:55:58 | 10-5-2024,21.54,59.72
15:56:58 | 10-5-2024,21.53,59.71
15:57:58 | 10-5-2024,21.53,59.71
15:58:58 | 10-5-2024,21.52,59.81
15:59:58 | 10-5-2024,21.52,59.87
16:0:58 | 10-5-2024,21.50,59.94
16:1:58 | 10-5-2024,21.49,59.86
16:2:58 | 10-5-2024,21.49,59.94
16:3:58 | 10-5-2024,21.49,59.98
16:4:58 | 10-5-2024,21.50,59.88
16:5:58 | 10-5-2024,21.51,59.83
16:6:58 | 10-5-2024,21.51,59.93
16:7:58 | 10-5-2024,21.52,59.92
16:8:58 | 10-5-2024,21.52,59.89
16:9:58 | 10-5-2024,21.52,59.94
16:10:58 | 10-5-2024,21.51,59.94
16:11:58 | 10-5-2024,21.50,60.06
16:12:58 | 10-5-2024,21.50,60.04
16:13:58 | 10-5-2024,21.46,60.03
16:14:58 | 10-5-2024,21.46,59.90
16:15:58 | 10-5-2024,21.46,59.97
16:16:58 | 10-5-2024,21.48,59.79
16:17:58 | 10-5-2024,21.49,59.82
16:18:58 | 10-5-2024,21.50,59.88
16:19:58 | 10-5-2024,21.46,59.89
16:20:58 | 10-5-2024,21.47,59.89
16:21:58 | 10-5-2024,21.47,59.87
16:22:58 | 10-5-2024,21.44,59.94
16:23:58 | 10-5-2024,21.45,59.92
16:24:58 | 10-5-2024,21.44,59.98
16:25:58 | 10-5-2024,21.44,59.90
16:26:58 | 10-5-2024,21.43,59.91
16:27:58 | 10-5-2024,21.44,59.83
16:28:58 | 10-5-2024,21.44,59.83
16:29:58 | 10-5-2024,21.43,59.72
16:30:58 | 10-5-2024,21.43,59.72
16:31:58 | 10-5-2024,21.41,59.76
16:32:58 | 10-5-2024,21.42,59.75
16:33:58 | 10-5-2024,21.42,59.74
16:34:58 | 10-5-2024,21.42,59.74
16:35:58 | 10-5-2024,21.39,59.95
16:36:58 | 10-5-2024,21.38,60.05
16:37:58 | 10-5-2024,21.41,59.86
16:38:58 | 10-5-2024,21.40,59.84
16:39:58 | 10-5-2024,21.41,59.72
16:40:58 | 10-5-2024,21.41,59.55
16:41:58 | 10-5-2024,21.42,59.61
